	id_t	tweet	topic
1136	1152073256318332929	@GobiernodeChile No a más inmigrantes delincuentes en Chile! #DerechoADeportar  https://t.co/HGhQE7weW0	crimen
1137	1152184073999278080	@puigcarlos Yo vote por Obrador y estoy de acuerdo que ponga a la guardia nacional a detener inmigrantes en ambas fronteras, porque ya era un caos, así que bien por Mexico 🇲🇽, no le hizo el trabajo a TRUMP, le hizo un favor a todos los Mexicanos.	politica
1138	1152200854755336192	.@CRAMSV: El presidente de la República debe tener el respaldo de la población, para poder decir NO a medidas como las aplicadas en México para detener la migración.	politica
1139	1152242929626484736	@Fresia21954 @Muni_Stgo @Carabdechile Obviamente los inmigrantes YA no saben qué hacer..estamos llenos..de haitianos y venezolanos .. aún quieres traer más.. Políticos inconcientes .. gobierno. No está ni ahí con su pueblo.. Ahora sus chilenos son los Venezolanos..	politica
1140	1152346605275795456	@robertomenz Si un inmigrante llega a nuestro país debe luchar con todas sus fuerzas para surgir, ser un aporte como ciudadano, aprender de la cultura, hacerla suya, eso es lo esperamos como chilenos. En cambio robos, enfermedades, suciedad, droga... hasta ahora recibimos como pago. Basta‼️	crimen
1141	1152404660763922432	@Eli2824 @sebastianpinera Aquí el verdadero problema no es de presupuesto sino de transparencia, seguramente muchos tienen antecedentes delictuales...no podemos permitir regularización de inmigrantes sin control, los q son un aporte bienvenidos, el resto es problema de otro no nuestro #DerechoADeportar	crimen
1142	1152449323499741185	@edoiquique21 @felipekast @joseantoniokast Es una inmigración controlada, más comprensión.   De hecho recuerdo que Felipe mencionó que para reunir a una familia se pide algún documento que compruebe que un familiar está en Chile y en los casos que tu mencionas se deberá hacer igual.	politica
1143	1152458994138656768	@alejop_15 @madorni Al llegar cientos de miles de inmigrantes en tan poco tiempo tienes al mismo tiempo cientos de miles de nuevos consumidores de la industria local. Quiza no se vea un aumento en la ind de la soja o la carne pues no son los rubros en los que se enfocan.....	empleo
1144	1152675128221806593	@ValeDraconiana SI siguen llegando inmigrantes..se acabaran los carros de Supermercados..es lo primero que agarran para vender fritanga y cualquier mugre que se les ocurra...🤮🤮🤮	empleo
1145	1152676884217499650	Abuso de autoridad sí, pero que falta de respeto decirle MUCHACHA o AMIGUITO a las personas de migración de un país AJEEEENO. Qué vergüenza.	otro
1146	1152692422729596929	@Claudiashein Super bien la guardia nacional, no hacen nada y hay más delincuencia y hay que agregar la entrada de  inmigrantes que aunque el presidente diga que hay que apoyar, hay que ser realistas entran de todo   mejor  demuestren con hechos que se esta haciendo algo.	politica
1147	1152713827055788034	NO TIENEN POR QUE HUEVIAR...NO+INMIGRANTES,LA MAYORIA DELINCUENTES...DETRAS DE ESTO ESTAN PC Y OPOSICIÓN	crimen
1148	1152730551763296257	@ZulayRL @JC_Varela De verdad no creo que haya un proyecto con mayor apoyo de la mayoría de los ciudadanos nacidos en este país,  que tu reforma a la ley migratoria. Y por esto y otras razones obvias ya no te puedes echar para atrás, creo que basta de hablar, pasen la ley y que empiezan, ya!!	politica
1149	1152758608813330434	@Eduardo07102566 Hace días, hice ver a tipo apellido Abalos, cercano a Lavin, y cura Berrios, lo que tu haz narrando, según tarado me trato de mentiroso x denunciar esa calamidad de inmigrantes delincuentes, traficantes, tratan de blanca, sicarios proxenetas prostitución desmedida sin control SNS	crimen
1150	1152805195010715654	Él Gobierno Bolívariano esta en la obligación de redoblar esfuerzo con él Plan Vuelta A La Patria en Perú. La xenofobia contra las venezolanas y los venezolanos es terrible. @NicolasMaduro @dcabellor	politica
1151	1152841987684491264	"@kamoxica @luisyslas Que terrible, pero si en Ecuador y Perú o no se pero la gente ahora anda muy llena de xenofobia, en Venezuela también tuve amigos peruanos, Ecuatorianos, colombiano, brasileros y jamás los Vi cómo ""extranjeros"" ahora a mí siempre me dicen extranjero..."	denun
1152	1152997041456521216	hay historias de la diaspora venezolana que se viralizan: familias separadas, xenofobia, rechazo...tuve un abuelo postizo judio que contaba las historias de su diaspora: pogroms, campos de concentracion, conversiones forzadas...bajenle 2 al drama, emigrar es RUDO.	denun
1153	1153009199628083200	"@lautaroex225 ahhh los ""nacionalistas"" los q odian a los pobres inmigrantes y no dicen nada de expropiar empresas privadas ni de nacionalizar bancos como si lo hace el comunismo"	denun
1154	1153034064850554880	@cristiancrespoj Pero esto no te da ironía verdad? Muchachitos y adolescentes migrantes latinos en jaulas. Eso no te quita el sueño.  https://t.co/IeaVNDK1Z9	denun
1155	1153097072754737152	@tatclouthier @Desde_Izquierda Por su puesto que desde luego que NO... regalan el dinero a centroamerica y gasta y gastan en migrantes delicuentes ???  yo no voy a dar ni centavo. para que lo sigan mal gastando el pendejo de AMLO.  NO gracias yo no le entro.	crimen
1156	1153124139865124864	@RBergoeingV Pero señor @RBergoeingV ese no es el punto del tema, nadie duda de los beneficios de la inmigración. La pregunta es: donde está el límite... 100.000, 500.000, 1.000.000?	politica
1157	1153156436400181248	@RomeroCristaldo Que terrible, cómo es posible que nadie haga nada contra éstos tipos desgraciados que están invadiendo nuestro país, les dan de todo y son unos canallas ladrones asesinos, dónde están los DDHH de los chilenos, sólo protegen a los inmigrantes la Cancillería no hace su  trabajo	crimen
1158	1153288093585350657	@RBergoeingV @ElMercurio_cl Está muy buena. Lo que sí creo que hay que analizar detalles relevantes como eventual focalización masiva de inmigrantes en zonas, que pueden generar problemática locales. Es distinto si llegan 500 mil y se distribuyen uniformemente que si duplican la población de un pueblo.	politica
1159	1153295873490767873	@nayibbukele Señor Presidente, cuándo vamos a conocer lo que está sucediendo con ciudadanos y ciudadanas salvadoreñas que solicitan asilo y sobre procesos de búsqueda e identificación de personas migrantes en Estados Unidos de Norteamérica? @FJEDD	politica
1160	1153300597212364803	Las cosas como son: Los inmigrantes Venezolanos, adecuadamente filtrados de delincuencia, son un aporte para el país. Educados, competentes y muy amables en el trato. Estimulan la demanda y crecimiento demográfico. Pero los Haitianos todo lo contrario cero aporte	crimen
1161	1153331479675645953	"@tatclouthier @aramatlemus @m_ebrard Un gobierno de izquierda convirtiendo a México en un tapete para EU es un buen trabajo? Todavía recuerdo cuando reí de la promesa de ""Trun"" de construir un muro en la frontera y que los mexicanos pagaríamos. Nunca imagine que seria verdad y se terminaría pagando con mis impuestos"	politica
1162	1153441682714705920	@Yunesita @tere_marinovic @GobiernodeChile No se requiere más trámite que una carta de una residente notariada donde se comprometa a ayudar y hacerse cargo de un inmigrante, todo los demás papeles sobran, el compromiso debe tener carácter de documento legal y obligatorio.	politica
1163	1153455083113328645	@JesusMartinMx estimado Don Jesús porque quieren tanto a los migrantes? No es posible que seamos candiles de la calle y oscuridad en nuestra casa. Nuestra economía no es fuerte como para soportarlos. Se necesita sellar esa frontera. Mientras nuestra gente no tenga trabajo, comida	politica
1164	1153668351610294272	@neubonillo ¡Qué tristeza!  Pienso que los venezolanos de bien que están en Perú deberían hacer una respetuosa solicitud al gobierno peruano para que endurezcan las condiciones de ingreso de los migrantes.	politica
1165	1153673049696133120	@lopezobrador_ Y en esa recuperación de prestigio se incluye ser el patio trasero de Trump asegurando migrantes en la frontera sur.??? Vaya politica exterior!!!!vergüenza	politica
1166	1153721823768563712	@RenAlmeyda1 También, que abandonen sus casas y vehículos, con el mismo fin, no podemos dejar a los hermanos inmigrantes botados   #PCSolidario	otro
1167	1153723654867509248	En resumidas cuentas dice @sandrajovel6 que prefiere ver migrantes en jaulas que los impuestos a las remesas, asco de canciller.	denun
1168	1153867592706207744	Yo lo que esperaría de la élite empresarial, es que junto al gobierno, busquen soluciones innovadoras al problema de la migración.  Y no arrodillarse ante posibles sanciones.  #Dignidad  https://t.co/9Bien10nof	politica
1169	1154057872889790466	@gianfrancosmith Antes había control de la fuga de divisas, ahora es favorable a la corrupción, por eso no la quieren controlar, es lo mismo que inmigración, no quieren controles porque no les conviene pero el daño que le están haciendo al país, es inmenso, congela El Progreso.	otro
1170	1154140149074317313	@Palacios8Alonso @CiroGomezL Lo mismo pensé. Definitivamente  no estoy a favor de la@migración! No los dejan pasar a USA y se quedan en Mexico! Nuestro gobierno no puede con los propios mexicanos!! Exponiéndose a morir!!! #nomasindocumentados	politica
1171	1154181297604104193	@NoticiasRCN Estos narcoterroristas comunistas se estan reuniendo en venezuela con santrich,con ivan marquez,y,con el paisa para empesar a atacar a la poblacion Colombiana.	crimen
1172	1154291232602021888	@nonnienonnette1 @tunazo @Carabdechile @GobiernodeChile @joseantoniokast No me dió tutito, aqui la luz con la que iluminaré su ignorancia. El fenomeno migratorio incontrolado es así de complejo, lo mismo esta sufriendo Europa. La imposicion de reglas para poder inmigrar disminuye estos problemas al igual que la deportación de estos seres indeseables	politica
1173	1154355944878481410	@JeanMary_ ¿Por qué le echas la culpa al chavismo de algo que ocasiona la misma migración? La realidad es que siempre en migraciones masivas los delincuentes se camuflen. Lo sabía el gobierno peruano cuando abrió su frontera y no hizo nada. Que pena que ahora justos paguen por pecadores.	crimen
1174	1154418703313723392	Me gustan los inmigrantes , trabajan con agrado y ganas. Y si tienen que atenderte lo hacen mil veces mejor que mis compatriotas. Alguna excepción hay pero el 99% de hermanos extranjeros te hace sentir bien. Me gustaría que la realidad migratoria en mi país los respaldara más 👏🏿	empleo
1175	1154421903320408065	@sebastianpinera No a la nueva ley de inmigración! Ponga a los chilenos primero!	politica
1176	1154443312574717952	@Kangrejo Muchos chilenos están quedando sin empleo porque los jefes pagan menos a los extranjeros. En mi pega es así, e igual es una lata. Si la medición cuenta a los migrantes entonces no entiendo.	empleo
1177	1154479707406000128	"Con inmigración desatada, actos terroristas y violencia cada vez más extendida y un ambiente legislativo agresivo con la empresa, no extrañan estos datos. Se está armando una ""tormenta perfecta""."	politica
1178	1154488972627701760	Porqué no lo pensó antes? Tiene a Chile 🇨🇱 sumido en una pobreza abismante, ha sido tan irresponsable con la migración como el gobierno anterior, con Papeles al día, oh no, el país ya no resiste más gente, y menos que vengan a exigir derechos, impresentable	politica
1179	1154513407024009216	@melnicksergio @9230_9 Migrantes aumentan indice de cesantía el país debe cerrar ingreso de ellos y abrir ingreso para cubrir necesidades de la salud y tecnología ,parlamentarios deben reducirse a la mitad y esos billones de pesos servirán para cubrir salud,medicamentos y algo más	servpub
1180	1154739671030738946	#abajolosmatinales q son títeres de #LaMoneda para desviar todos sus cagazos #Essal y agua negra en #Osorno #Mañalich y su frase para el bronce x #Transplante #Desempleo y alza brutal en Gran Stgo #Inmigración tapada con 1 dedo o debajo la alfombra Reprobación al Gobierno, etc	otro
1181	1154750384491180033	@marcelodiazd Y la izquierda dura sigue intentando dejar entrar migrantes sin control migratorio, se pasaron , qué les pasa , están en contra de chilenos ? !No más !	politica
1182	1154812389864476673	@DeniseDresserG Pues asi como llegaron a Mexico, se pueden regresar a su pais, de todos modos aqui no son bienvenidos los migrantes en ninguno de los 32 estados	otro
1183	1154828087659520000	@gabrielboric El Gobierno se equivoca al entregar la información, no incluye a los Migrantes en su análisis de tasas de empleó, se percibe distinto.	empleo
1184	1154832100937392130	@RCamachoVzla ... las policías de Venezuela son extremadamente cazurras, no sirven para nada, ... sin embargo, la policía peruana, ecuatoriana, colombiana, etc, ... han capturado a bandas  completas de malandros venezolanos, sin mucho alarde , ...	crimen
1185	1154849661343191041	No dejemos de reseñar los esfuerzos positivos de las sociedades receptoras de migrantes, cuali y cuantitativamente existe más solidaridad que brotes xenofóbicos. #VenezolanosenColombia	denun
1186	1154971622480273410	@ramirogarciaf No jodas ramirito, dales cabida en tu  casa, la migración se ha descontrolado, trayendo caos, delincuencia, asesinatos, basta de ser permisivos.	crimen
1187	1155000575009939457	@Ardon_Jose Cabal Trump nos mandará todo lo que pueda. Lo más denigrante. Le aprobaron la construcción del muro. Solo era de torearlos unas horas más y nos hubiésemos salido del ojo de huracán. Pero de nuevo la ineptitud nos cago. Eso si Moralitos ya compró su impunidad	politica
1188	1155064516721434624	@EFEnoticias Para continuar el muro fronterizo que empezó Clinton y siguieron el resto de presidentes, hasta Obama, que tal y como lo decís parece que va a empezar a construir un muro	politica
1189	1155095519527616513	@ELTIEMPO Otra rata VENEZOLANA de las millones que ha dejado entarar Duque les recuerdo que en Venezuela los venecos no querian a  los colombianos ya hora somos unas madresitas  ayudando y empeleando a estos vagos mientras miles de colombianos no tienen trabajo ni reciben ayudas	politica
1190	1155118486533890049	¡Terrible! Sigamos teniendo presente y orando, por los refugiados y migrantes, y por la mejora de todo lo que motiva estas situaciones.	otro
1191	1155150841155899392	@24HorasTVN Chile tendría el mínimo desempleo ahora si no hubiesen dejado entrar como Pedro por su casa a tanto inmigrante	empleo
1192	1155242099408801793	@maibortpetit Pues no se puede negar que Trump es un hombre visionario, ya sabe q amlo es un comunista - chavista así es que esta tomando sus medidas para prevenir la catástrofe. Imagínense a millones de mexicanos pasando la frontera sin muro, 😲 el caos. Si ya a los venezolanos no los quieren	politica
1193	1155293835909566470	Siempre lo negaron, pero es lo que es, Guatemala convertido en país que retendrá miles de migrantes que buscan asilo en #EEUU #TercerPaisSeguro @jimmymoralesgt @GuatemalaGob	politica
1194	1155451918673727488	@senadorquintana @felipelarrain Ud. No tiene cerebro? No se da cuenta que el empleo disminuye mientras más inmigrantes llegan? Son una amenaza pero no le importa porque así desestabiliza al gobierno para tener votos y gente que apoye a su partido. A ud no le importan los chilenos. Vende patria	empleo
1195	1155476391267196928	Porqué hay tantas facilidades para los inmigrantes y para uno, pucha.... Muchas letras chicas  y papeles. No hay patentes para la gente, pero si para los inmigrantes. ¿O sea?.	servpub
1196	1155506218607226881	"@VicenteFoxQue ""nuestro dinero"" Pero sí ni impuestos pagas CÍNICO!!  Tú en lugar de ayudar con el problema de inmigración de centro América que Nos afecta les hubieras dicho ""COMEN Y SE VAN"" 🥴"	servpub
1197	1155513100252131332	"@sebasepuman @Zurdaca La ""Visa de Responsabilidad Democríatica"" es en la práctica una política de  puertas abiertas, sólo filtra personas con antecedentes penales."	politica
1198	1155577845583929344	Navarro dice defender a los migrantes venezolanos, pero luego va a a ese país, en el marco del Foro de Sao Paulo, e idolatra al  causante de esa migración política forzada, gente que busca escapar de la miseria del socialismo. Se podrá ser tan, despreciable como este tipo?  https://t.co/j9OLworaPm	causas
1199	1155590356131618816	@PacitaGuerra @MartinVizcarraC @veroca327 Donde me perdí? La económia actual está igual a peor, una política migratoria que no da solución, creció el desempleo en el Perú, no lo veo grande..	politica
1200	1155613079000010752	@SinCorbataTVN @24HorasTVN @IE_UC Técnico en electricidad cobra 850.000 y el inmigrante cobra 500.000 o menos y el empresario prefiere pagar mil veces menos a un inmigrante que a un chileno, una ley que de prioridad a la mano NACIONAL,	empleo
1201	1155661162828181509	Cómo inmigrante venezolano 3 años radicado en Argentina, veo con preocupación estas elecciones. Porque hay una campaña desinformartiva, nesciente, inculto. Decir que argentina pasa hambre a igual que venezuela es lo más absurdo que puede existir.#SraCristinaLeCuentoQue	otro
1202	1155820472250044416	He leído por ahí un texto que me ha gustado y que podría ser la solución al *problema de la inmigración ilegal*:  Creo que *la mejor solución* sería aumentar la presencia de la policía en las fronteras, pero no para...  https://t.co/Jg3qxRGWeM	politica
1203	1155943432008790017	@TheAvengador15 @Tere345 @lopezobrador_ Y pretende seguir ahí como en México esta perdiendo adeptos y esta consciente de ello, pretende nacionalizar a los inmigrantes para que voten por el #LOPEZREPRESOR #LopezFarsante #LopezDestruyeMexico #Lopeztraidoralapatria #CGxM	politica
1204	1155989201612992517	@YuiSakyubasu @De4dcry @Anquiza @brb_g @damienman77 ¿Y los neonazis que apalizan inmigrantes, homosexuales, transexuales y gente de izquierda no violan los DDHH?	denun
1205	1156248470073892864	La migración, la falta de poder adquisitivo, la escasez de alimentos y medicamentos, incrementan el número de víctimas de trata. Hoy conmemoramos el Día Mundial contra la Trata de Personas; ante lo cual reafirmamos nuestro compromiso para prevenir y erradicarla.	otro
1206	1156335987338952705	@JxElektro El que piensa que la migración de venezolanos le quita plazas de trabajo a los locales , no conocen la historia de estados unidos un país formado por emigrantes	empleo
1207	1156368034300399616	@rzarCR Y también, la frontera y abrirle la puerta a los inmigrantes.	politica
1208	1156400470572851200	@abalosfelipe @carmenglom @IvanOlguin Ningún país puede recibir una inmigración indiscriminada, y debe ser regulada...y eso no xenofobia, ni clasismo	politica
1209	1156563770451341312	@Sysivel @asaoyvino No te parece la política de Trump terrible, ha presionado a México para que dejen de llegar más inmigrantes, lo que hicieron de separar a los hijos de sus padres es lo más asqueroso que pudo haber hecho un Estado.	politica
1210	1156619647501905925	@meganoticiascl Un país que se llena de inmigrantes que trae pobreza al pai y le quitan trabajos a los chilenos	empleo
1211	1156621565376831488	@davycoenk Imposible elegir.Hay q abordarlo como una subespecie q se caracteriza x brutalidad, intolerancia y odio, c fuerte resentimiento hacia la vida en general o hacia sectores como mujeres, pobres, opositores peronistas, morochos, inmigrantes y otros. Irracionales y sometidos	denun
1212	1156674471786233856	@AlvaroAcevedo La migración es un derecho le pregunto ?	politica
1213	1156704041231163395	@amandaguayaquil @mariapaularomo Lo unico bueno que ha hecho está mujer junto al canciller  cuantica ha sido pedir visa porque asi como vamos mejor dicho. a veces no entiendo porqu oponerse a esto que en si nos beneficia a todos como ecuatorianos ya que por la migración indiscriminad nos estamos viendo afectados	politica
1214	1156708723634647041	@jschaulsohn Las matemáticas no mienten y pit desgracia los inmigrantes son una carga adicional que presiona el empleo	empleo
1215	1156769162343198720	@ZulayRL Para  cuando  la moratoria  migratoria,   posteriormente la reforma??  Espero no quede todo solo en  palabras.	politica
1216	1156904269943103488	Los migrantes tienen la culpa del desempleo, los jueces tienen la culpa de la delincuencia, el obstruccionismo de la oposición tiene la culpa del bajo crecimiento.  Dejen de echarle la culpa al resto y hagan su trabajo!	empleo
1217	1156934944234659840	@RommyStock @jmou56 @anzunza @mtzrjs1 @lolo171245 @CoquiAngelica @AleDiezRT @Lefara @veselkamoia @RoqueSagrado @juanamandiola @grapinva @chivi45 @Neopolitico2 @cortaelhilo @Isabellarulis @NenaVial @topoedwards @ino_forever @supernova_alive @lionalvawest @ericahenriquezo @claucortezm @rosysilvalopez @13mae13 @Carmen_muller @lafirme4 @geminisss1986 @huinka2000 @DahdalDanice @Gokulesh10 @Julio86426492 @cardenaldo @manedlfg @LATIACRIS1 @MarcosVelasquez @CostaPardaa @mixci_2015 @Multigremial_FA @Ruciafacha @Angelic13893570 @margotaguila @ZanettiGerardo @PorOtto_Chileno @Politicida74 @joseantoniokast @ChileVamosCL @amarielgg @EduardoMadari13 @GirealaDerecha Dime cuando he dicho que los inmigrantes deben entrar sin antecedentes penales y cierro mi cuenta de Twitter ahora mismo... 😑😑😑😑😑	crimen
1218	1156938706995097606	Dice Mintrabajo que venezolanos migrantes desplazan de trabajos a colombianos, pero el gobierno tiene culpa por atizar el fuego y presentar Venezuela como infierno y Colombia paraiso. @amoralesan	empleo
1219	1156972162537918464	@diariocorreo @MilagrosLeivaG Espero q los peruanos demos una cachetada a esta izquierda retrograda.  La migración VENEZOLANA debería ser suficiente para rechazar todo proyecto de izquierda.	politica
1220	1157014707217342464	“La persecución de personas migrantes en México ha llegado a un extremo insostenible, exigimos un alto a la crueldad institucional que está cobrando vidas, dejando en la orfandad a niños y niñas, separación familiar y un sinfín de sufrimientos provocados por el Estado mexicano.”	denun
1221	1157016237681106944	@CNNChile Se le está moviendo el piso...temblor es culpa del gobierno anterior...y del alto número de inmigrantes	politica
1222	1157101523605839872	#NoriegaFuera Es inaceptable qué inmigrantes estén exigiendo,No lo aceptaremos es nuestro derecho cómo chileno expulsión inmediata,nadie más qué nosotros exigimos porqué es nuestro País.  https://t.co/WcrFoGO5Fv	politica
1223	1157105853595627521	@Candy97048510 @HeraldoMunoz y el actual trafico de inmigrantes??? que ha hecho tu gobierno??	politica
1224	1157292537226436608	@MILTONDIAZB A muchos nos acusan de xenófobos ante cualquier comentario. Yo creo que nuestro país podía recibir 300 o 500 mil inmigrante darles un buen futuro junto a nosotros. Pero los politicuchos nos metieron un millón y medio, esa cantidad y la falta de filtros no augura un buen futuro.	politica
1225	1157340756769693696	@CeDemocratico @IvanDuque Descachada labor de lambón arreglandole el país a los Venecos y Colombia vuelta mierda 🐽 🐽 🐽 🐽 🐽 🐽	otro
1226	1157344881775403008	Eduardo, sería bueno que al igual que lo hiciste en Tacna, realizarán un reportaje sobre cuántos chilenos han sido desplazados en sus funciones por extranjeros que trabajan por bastante menos sueldo #CrisisMigratoriaMV	empleo
1227	1157419305316835334	Ni Mexico ni Estados Unidos es el sueño americano, ahora menos que nunca, no escuchen a quien les diga que así es,que salgan de sus hogares en busca de él	causas
1228	1157672294623383552	@migranteconkast La Derecha ODIA a los inmigrantes, incluso les cerraron la frontera, y acá se ARRASTRAN por un par de votos 🤣🤣🤣. Viva CHILEZUELA !!!!	politica
1229	1157842569335844864	@zakariaszafra @magaython Celebro el migrante y el turista, bienvenido todo el que quiera venir a Argentina	otro
1230	1158007035520331776	@HelenaVillarRT Cierto, el sueño americano.....mediático	causas
1231	1158013195853996032	@CucumberitaNice Ya está bien de proteger a los violadores inmigrantes	crimen
1232	1158019479273713664	@ActualidadChil1 Cuando se dignara el periodismo a destapar esta ollita???? Acá hay harto que investigar y aclarar la relación que hay de todos los políticos con la inmigración... Es raro que siendo tan obvio, el mismo gobierno no haga algo concreto. Es como si se protegieran entre ellos.	politica
1233	1158021954881884162	@OsirisLunaMeza @CentrosPenales @nayibbukele Es buena la idea, pero considero que hay que ayudar a los jovenes aun no contaminados, y se detiene la migracion, el desempleo y que ingresen a estructuras criminales por falta de ingreso. Los que ya estan presos que trabajen la tierra, para que lleguen solo a dormir.	crimen
1234	1158044954012344325	@camilocondis @ecalvo2411 Y si, soy venezolana y? SOY UNA EXTRANJERA que ama y defiende cuba más q algunos cubanos. Tú con tu xenofobia ni me rozas. Ahora resulta que ataco? Jajaja los denunció xq están haciendo propaganda al mejor estilo TripAdvisor. Ves? Solo quieres destruir y dañar! NI ME ROZAS!!	denun
1235	1158120896621666306	Increíble, la inmigración hoy en Chile subió al 11% de la población en menos de dos años, y en mayoría primero los venezolanos, luego peruanos y haitianos.	politica
1236	1158161621522505728	"@el_BID Es diferente una migración planificada que una ""forzada""...esta última los llaman refugiados..y los refugiados son consecuencia de actos de mentes infernales, cuyo único objetivo es producir caos, para ""pescar a rio revuelto""..EEUU ESTA INVOLUCRADO EN TODOS LOS EXODOS MUNDIALES!!"	causas
1237	1158185396095766528	@fe____r Se leen mas pendejadas en el universal cuando publican una nota de inmigrantes en México	otro
1238	1158382085188575232	Epaaaaaaaaaa que alegría hijueputa. Bien por los niños nacidos en nuestra tierra.  Soy de los que cree que debemos cerrar las fronteras, pero debemos ayudar a los que ya estén en suelo Colombiano.	politica
1239	1158454053246066694	@isabellemexico @rgomezjunco @edgardelt @realDonaldTrump Mexicano Random: Pinche Trump racista culero con los migrantes. El mismo mexicano: Pinches centroamericanos que se regresen a su país.	denun
1240	1158492023948812289	Colombia hoy es un ejemplo para otros paises receptores de la migración venezolana. Hemos abierto nuestras fronteras no solo por compromisos internacionales, sino también por solidaridad, por humanidad!🤜🏽🤛🏽	politica
1241	1158503410787848197	@danitorres_art @KarenSova28 @Diegorjj95D @ELTIEMPO No todo es xenofobia. Pedirle al gobierno que establezca políticas migratorias acordes a la realidad del país no es xenofobia. Decirle a los venezolanos que no tengan más hijos o que no trabajen por menos del salario mínimo, no es xenofobia.	politica
1242	1158580589710184448	@NTelevisa_com 😒😒 Afortunadamente sólo fue un caso de sarampión  😒😒😒 AHORA espero que ninguno migrante ilegal africano tenga EBOLA De lo contrario ya NO importara la crisis económica o la inseguridad a los cadáveres ya NO les importa NADA de eso @lopezobrador_ @Claudiashein	otro
1243	1158594818148360193	Ah pero destilando odio en contra de los inmigrantes, eso si no es fomentar violencia #VideogamesAreNotToBlame	denun
1244	1158711393383792640	El gobierno Duque invita a los venezolanos a huir de la miseria en Venezuela y a compartirla con los colombianos.	causas
1245	1158725369882656768	@LordHeller2022 @SoniaSHernandez Primero debes reorganizar la situación actual , ayudar a los inmigrantes legales en su integración en Chile y expulsar a los ilegales, para eso debes cerrar la frontera y ver de acuerdo al impácto en el pais si se vuelve a reabrir o no la frontera.	politica
1246	1158736138720485376	@IvanDuque Gracias se que lo hizo de corazón y debo decirle que de igual forma tiene que poner controles ya que sino se corrigen también va a pasar como en Venezuela se llenó y ya esa misma gente fue quien quería todo regalado como 3.600.000 colombianos en el 99 alla votaron por Chávez	politica
1247	1158743896459022338	@pcaavanzada @IvanDuque jajajaja mira mijitica sabes cuantos hijos de colombianos han nacido en Venezuela de los 6000000 que se vinieron para acá a salvar la vida que le arrebataban los paracos y la guerra civil? aupada por cierto por gentecita como tu presidente y el otro narco paramilitar Uribe	causas
1248	1158763384797650946	@GobiernoMX Que raro que lo condenen al ceder a la presión de @realDonaldTrump y hacer de México su muro antiinmigrante, usando el mismo discurso xenofobico que él, si no quieren a Mexicanos de migrantes, que han hecho para recuperar el millón y medio de empleos perdidos por el NAICM?	denun
1249	1158785052601475073	Y que de una vez por todas entendamos: Venezuela fue y es el refugio de MILLONES de colombianos y somos la patria grande!. De ñapa les informo que en EEUU todo niño que nazca en su territorio es americano, cualquiera que sea el status migratorio de los padres.	politica
1250	1158896272247443456	‘Mi mensaje habría sido que él [Trump] necesita entender que sus palabras son poderosas y tienen consecuencias. Usando un lenguaje racista para describir a los mexicanos, los inmigrantes y otras minorías nos deshumanizan. Esas palabras inflaman a otras.’	denun
1251	1158958338979377152	El padre Solalinde @padresolalinde ha sido por muchos años, uno de los activistas más comprometidos con la gente mas humilde, comunidades indígenas y migrantes. También ha colaborado en muchas causas sociales. Verdadero predicador con el ejemplo.Y un ejemplo para otros sacerdotes	otro
1252	1159261225013907456	@IvanDuque te parece mucha responsabilidad mantener la promiscuidad y la vagancia de este poco de venecos que vienen a invadir a colombia a vivir de los impuestos que nos sacas	servpub
1253	1159265632732549120	Ahora Maduro tratará, quizás lo logre, disolver la Asamblea nacional y detener a sus líderes. No sé que vendrá después. Otro millón de migrantes saldrá de Venezuela, seguro.	causas
1254	1159274866715045888	@Pontifex_es @silviojbaez @bepocar @omarbula @jguaido @centrogumilla Esos 24.000 niños son refugiados venezolanos, ahora con nacionalidad colombiana. Es la cara más cruel e inhumana del imparable proceso de desintegración. El Régimen los despojó de su IDENTIDAD como personas, de su NACIONALIDAD, al obligar a sus padres a huir del hambre  https://t.co/FRzmAkWJAl	politica
1255	1159301182940221441	Hay diferencias, a los inmigrantes les gusta trabajar y a la mayoría de los argentinos sin trabajo les encanta vivir de arriba!	empleo
1256	1159496748391383040	Siempre es más fácil culpar a la inmigración que a la poca competitividad del mercado laboral nacional.	empleo
1257	1159512795135787008	Las restricciones migratorias de Chile, Perú y Ecuador probablemente aumentarán el flujo migratorio hacia Colombia, que ya es el país que ha recibido más venezolanos.	politica
1258	1159516372961021956	#GranDebateW señor @HOLLMANMORRIS q se estaba haciendo algo bien? El problema actual de la inseguridad gran parte se debe a la reinserción y a la migración y los muchos delincuentes q se cobijan en estos! #discursopopulista	crimen
1259	1159521967520866305	@WashitoDaStreet Dale con la xenofobia, no entendiste nada.... En todo caso, xenófobos son los zurdos que tachan de “venezofachos” a los venezolanos que no son maduristas. Y justamente contra los políticos corruptos es que protestamos, pero tú no te enteras.	denun
1260	1159547518063132676	Mientras por un lado Trump dice condenar los tiroteos, por otro, echa a patadas a todos los inmigrantes ilegales. Y encima se pasea por los lugares de las masacres para hacerse la foto, no se puede ser más sin vergüenza.	denun
1261	1159574580333293568	@IvanOlguin @GasparRivas Pero Iván, la marcha no es contra los inmigrantes sino contra las leyes migratorias y la mano blanda del gobierno. Y la ucraniana... pues el la mantiene. A diferencia del resto de la gran mayoría de extranjeros que los mantiene el estado; osea todos nosotros 🤷🏻‍♂️	politica
